workerid,proliferate.condition,correct,cumrt,distractors,internal_node_id,item,order,response,rt,sentence,stimulus,time_elapsed,trial_index,trial_type,type,words,error
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[531, 885, 501, 740, 556, 527, 570, 1179, 847, 529, 950, 882, 576, 598, 1175, 514, 1585, 719, 647, 639, 733, 906, 766]","['x-x-x', 'deserved', 'okay', 'luck', 'jack', 'miss', 'nor', 'ways', 'mid', 'sale', 'prices', 'via', 'tax', 'vs', 'till', 'anti', 'sour', 'achieve', 'market', 'types', 'al', 'soul', 'plus.']",0.0-6.0-0.1,4,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",,"[531, 885, 501, 740, 556, 527, 570, 1179, 847, 529, 950, 882, 576, 598, 1175, 514, 1585, 719, 647, 639, 733, 906, 766]",On entering he saw that a boy who had a broken leg and a boy who wore glasses didn't stand up for him.,,114557,9,maze,2-context,"['On', 'entering', 'he', 'saw', 'that', 'a', 'boy', 'who', 'had', 'a', 'broken', 'leg', 'and', 'a', 'boy', 'who', 'wore', 'glasses', ""didn't"", 'stand', 'up', 'for', 'him.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[741, 935, 776, 554, 604, 656, 1097, 900, 606, 561, 723, 744, 703, 591, 927]","['x-x-x', 'characterised', 'anti', 'seem', 'nor', 'date', 'know', 'exists', 'vary', 'fact', 'sale', 'via', 'global', 'wars', 'laws.']",0.0-6.0-0.2,4,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0]",,"[741, 935, 776, 554, 604, 656, 1097, 900, 606, 561, 723, 744, 703, 591, 927]",The schoolteacher beat the boy with the bamboo cane but the boy didn't cry out.,,125685,10,maze,VP,"['The', 'schoolteacher', 'beat', 'the', 'boy', 'with', 'the', 'bamboo', 'cane', 'but', 'the', 'boy', ""didn't"", 'cry', 'out.']",
942,i,,,,0.0-7.0,,,,,,,126702,11,html-button-response,,,
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[524, 601, 631, 981, 565, 582, 629, 718, 959, 914, 539, 760, 526, 597, 759, 730, 646, 499, 878]","['x-x-x', 'rest', 'ice', 'regulators', 'pull', 'runs', 'slow', 'code', 'race', 'case', 'road', 'along', 'sells.', 'x-x-x', 'holiday', 'bus', 'chips', 'walk', 'hire.']",0.0-8.0-0.0,32,"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",,"[524, 601, 631, 981, 565, 582, 629, 718, 959, 914, 539, 760, 526, 597, 759, 730, 646, 499, 878]",A man was decorating a room and had with him a large brush. He’d decided to paint a door.,,139772,12,maze,setup,"['A', 'man', 'was', 'decorating', 'a', 'room', 'and', 'had', 'with', 'him', 'a', 'large', 'brush.', 'He’d', 'decided', 'to', 'paint', 'a', 'door.']",
942,i,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[564, 752, 609, 1827, 687, 601, 587, 584, 875, 440, 1058, 799, 614, 521, 745, 565, 837, 859, 764, 728]","['x-x-x', 'able', 'gave', 'proud', 'son', 'took', 'asks', 'terms', 'job', 'dog', 'knows', 'kings', 'days', 'talk', 'drug', 'army', 'agency', 'peace', 'election', 'aware.']",0.0-8.0-0.1,32,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",,"[564, 752, 609, 557, 687, 601, 587, 584, 875, 440, 1058, 799, 614, 521, 745, 565, 837, 859, 764, 728]",In the room there was a door which had a large crack in it and a window which wouldn't close.,,154801,13,maze,1-context,"['In', 'the', 'room', 'there', 'was', 'a', 'door', 'which', 'had', 'a', 'large', 'crack', 'in', 'it', 'and', 'a', 'window', 'which', ""wouldn't"", 'close.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[624, 1157, 1037, 643, 705, 562, 847, 765, 558, 1268, 451, 600, 632, 644, 1224, 896]","['x-x-x', 'seen', 'weekend', 'tree', 'firms', 'bit', 'suck', 'fair', 'may', 'alone', 'forth', 'walk', 'code', 'won', 'ranked', 'union.']",0.0-8.0-0.2,32,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",,"[624, 1157, 1037, 643, 705, 562, 847, 765, 558, 1268, 451, 600, 632, 644, 1224, 896]",The man decided to paint the door with the large brush and do the window later.,,167423,14,maze,VP,"['The', 'man', 'decided', 'to', 'paint', 'the', 'door', 'with', 'the', 'large', 'brush', 'and', 'do', 'the', 'window', 'later.']",
942,i,,,,0.0-9.0,,,,,,,168434,15,html-button-response,,,
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[376, 760, 651, 602, 599, 586, 854, 590, 1303, 632, 713, 563, 1279, 939, 549, 520, 656, 800, 639, 1823, 712]","['x-x-x', 'hurt', 'cool', 'reflect', 'lack', 'bag', 'ones', 'soul', 'laws', 'videos', 'brothers', 'plan', 'drew', 'unpaved.', 'x-x-x', 'saint', 'kid', 'types', 'guys', 'seem', 'info.']",0.0-10.0-0.0,10,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1]",,"[376, 760, 651, 602, 599, 586, 854, 590, 1303, 632, 713, 563, 1279, 939, 549, 520, 656, 800, 639, 513, 712]",A man was walking up and down a dark street carrying an iron crowbar. He hoped to break into a shop.,,184597,16,maze,setup,"['A', 'man', 'was', 'walking', 'up', 'and', 'down', 'a', 'dark', 'street', 'carrying', 'an', 'iron', 'crowbar.', 'He', 'hoped', 'to', 'break', 'into', 'a', 'shop.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[759, 627, 567, 676, 571, 545, 768, 829, 772, 436, 697, 592, 524, 489, 853, 915, 829, 1098, 566, 581, 783, 760]","['x-x-x', 'obvious', 'hour', 'guess', 'bill', 'ran', 'info', 'apply', 'sea', 'note', 'starts', 'videos', 'sad', 'luck', 'upon', 'worst', 'holy', 'proves', 'hope', 'goes', 'inflict', 'lakes.']",0.0-10.0-0.1,10,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0]",,"[759, 627, 567, 676, 571, 545, 768, 829, 772, 436, 697, 592, 524, 489, 853, 915, 829, 1098, 566, 581, 783, 760]",He noticed that there was a shop which had a broken window and a shop which was fitted with a burglar alarm.,,199844,17,maze,2-context,"['He', 'noticed', 'that', 'there', 'was', 'a', 'shop', 'which', 'had', 'a', 'broken', 'window', 'and', 'a', 'shop', 'which', 'was', 'fitted', 'with', 'a', 'burglar', 'alarm.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[736, 567, 854, 584, 553, 766, 559, 506, 591, 689, 659, 703, 797, 704]","['x-x-x', 'seen', 'roman', 'okay', 'send', 'plus', 'sure', 'grow', 'till', 'unease', 'non', 'gender', 'mid', 'hour.']",0.0-10.0-0.2,10,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",,"[736, 567, 854, 584, 553, 766, 559, 506, 591, 689, 659, 703, 797, 704]",The man broke into the shop with the iron crowbar but nobody saw him.,,209121,18,maze,VP,"['The', 'man', 'broke', 'into', 'the', 'shop', 'with', 'the', 'iron', 'crowbar', 'but', 'nobody', 'saw', 'him.']",
942,i,,,,0.0-11.0,,,,,,,210132,19,html-button-response,,,
942,i,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1628, 724, 1015, 589, 619, 872, 409, 690, 1306, 1072, 697, 1237, 500, 881, 516, 684, 887]","['x-x-x', 'prices', 'purple', 'goal', 'met', 'anymore', 'save', 'missions', 'die', 'refinements.', 'x-x-x', 'gameplay', 'spot', 'bonuses', 'shut', 'users', 'streets.']",0.0-12.0-0.0,23,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,"[727, 724, 1015, 589, 619, 872, 409, 690, 571, 1072, 697, 1237, 500, 881, 516, 684, 887]",A doctor walked into a waiting room carrying a stethoscope. He’d arranged to examine a woman patient.,,224482,20,maze,setup,"['A', 'doctor', 'walked', 'into', 'a', 'waiting', 'room', 'carrying', 'a', 'stethoscope.', 'He’d', 'arranged', 'to', 'examine', 'a', 'woman', 'patient.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]","[541, 664, 1132, 417, 817, 582, 770, 601, 851, 587, 492, 896, 867, 753, 801, 659, 812, 1460, 870, 1921, 854]","['x-x-x', 'pick', 'noticed', 'gone', 'weird', 'pop', 'took', 'lives', 'our', 'sun', 'band', 'researchers', 'fans', 'why', 'teams', 'self', 'option', 'tour', 'cell', 'android', 'abbot.']",0.0-12.0-0.1,23,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1]",,"[541, 664, 1132, 417, 817, 582, 770, 601, 851, 587, 492, 896, 867, 753, 801, 659, 812, 585, 870, 1058, 854]",In the waiting room there was a woman who had a temperature and a woman who seemed to have stomach pains.,,241855,21,maze,2-context,"['In', 'the', 'waiting', 'room', 'there', 'was', 'a', 'woman', 'who', 'had', 'a', 'temperature', 'and', 'a', 'woman', 'who', 'seemed', 'to', 'have', 'stomach', 'pains.']",
942,i,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[573, 688, 1177, 848, 1670, 821, 583, 2272, 645, 782, 1271, 641]","['x-x-x', 'afford', 'feminism', 'ride', 'knows', 'push', 'does', 'enthusiasts', 'easy', 'yourself', 'east', 'sold.']",0.0-12.0-0.2,23,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1]",,"[573, 688, 1177, 848, 1019, 821, 583, 2272, 645, 782, 1271, 641]",The doctor examined the woman with the temperature but couldn't help her.,,253838,22,maze,NP,"['The', 'doctor', 'examined', 'the', 'woman', 'with', 'the', 'temperature', 'but', ""couldn't"", 'help', 'her.']",
942,i,,,,0.0-13.0,,,,,,,254847,23,html-button-response,,,
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[904, 1347, 1024, 926, 492, 785, 741, 556, 1051, 562, 975, 462, 567, 1705, 1035, 1080, 606, 606]","['x-x-x', 'revolts', 'liquids', 'deal', 'cat', 'freemen', 'expenses', 'lose', 'whom.', 'x-x-x', 'feelings', 'bag', 'than', 'says', 'kid', 'imagine', 'mom', 'versa.']",0.0-14.0-0.0,9,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",,"[904, 1347, 1024, 926, 492, 785, 741, 556, 1051, 562, 975, 462, 567, 1705, 1035, 1080, 606, 606]",A workman climbed down a manhole carrying a saw. He expected to have to cut through a valve.,,270280,24,maze,setup,"['A', 'workman', 'climbed', 'down', 'a', 'manhole', 'carrying', 'a', 'saw.', 'He', 'expected', 'to', 'have', 'to', 'cut', 'through', 'a', 'valve.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[537, 721, 1967, 579, 1066, 705, 1786, 1237, 693, 711, 660, 548, 1268, 641, 479, 836, 659, 1172, 699, 560, 1054, 741, 974]","['x-x-x', 'wait', 'aspired', 'sure', 'truth', 'lot', 'acids', 'sorry', 'hill', 'page', 'jobs', 'lake', 'cubs', 'list', 'hour', 'god', 'laws', 'ethnic', 'goals', 'male', 'vote', 'rallies', 'sell.']",0.0-14.0-0.1,9,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",,"[537, 721, 1967, 579, 1066, 705, 1786, 1237, 693, 711, 660, 548, 1268, 641, 479, 836, 659, 515, 699, 560, 1054, 741, 974]",Down the manhole he found a valve which had a lot of rust on it and a valve which had been leaking gas.,,290590,25,maze,2-context,"['Down', 'the', 'manhole', 'he', 'found', 'a', 'valve', 'which', 'had', 'a', 'lot', 'of', 'rust', 'on', 'it', 'and', 'a', 'valve', 'which', 'had', 'been', 'leaking', 'gas.']",
942,i,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[554, 1214, 1817, 571, 496, 691, 597, 801, 649, 952, 831, 589, 603, 573]","['x-x-x', 'denoted', 'sad', 'imagine', 'okay', 'forth', 'poor', 'says', 'pays', 'senate', 'studios', 'buy', 'guys', 'him.']",0.0-14.0-0.2,9,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0]",,"[554, 1214, 906, 571, 496, 691, 597, 801, 649, 952, 831, 589, 603, 573]",The workman cut through the valve with the rust before fitting a new one.,,301543,26,maze,NP,"['The', 'workman', 'cut', 'through', 'the', 'valve', 'with', 'the', 'rust', 'before', 'fitting', 'a', 'new', 'one.']",
942,i,,,,0.0-15.0,,,,,,,302547,27,html-button-response,,,
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[804, 936, 549, 617, 401, 609, 485, 542, 597, 939, 583, 439, 1608, 855, 432, 689, 522, 429, 847, 593, 671, 554, 839]","['x-x-x', 'batters', 'join', 'videos', 'goal', 'types', 'rose', 'died', 'terms', 'male', 'firm', 'size', 'writes', 'suck', 'wind', 'skin', 'thus.', 'x-x-x', 'happen', 'foot', 'upon', 'lie', 'tend.']",0.0-16.0-0.0,25,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1]",,"[804, 936, 549, 617, 401, 609, 485, 542, 597, 939, 583, 439, 1608, 855, 432, 689, 522, 429, 847, 593, 671, 554, 839]",A burglar was trying to break into a house and had a credit card in his hand. He wanted to open a door.,,318096,28,maze,setup,"['A', 'burglar', 'was', 'trying', 'to', 'break', 'into', 'a', 'house', 'and', 'had', 'a', 'credit', 'card', 'in', 'his', 'hand.', 'He', 'wanted', 'to', 'open', 'a', 'door.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[536, 639, 831, 697, 885, 796, 603, 1007, 658, 599, 560, 747, 783, 769, 599, 820, 649]","['x-x-x', 'queen', 'draw', 'onto', 'stars', 'fat', 'dog', 'assert', 'tons', 'poor', 'boys', 'movies', 'weird', 'gay', 'race', 'propose', 'gifts.']",0.0-16.0-0.1,25,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0]",,"[536, 639, 831, 697, 885, 796, 603, 1007, 658, 599, 560, 747, 783, 769, 599, 820, 649]",He found a door which had a faulty lock and a window which had a cracked frame.,,330282,29,maze,1-context,"['He', 'found', 'a', 'door', 'which', 'had', 'a', 'faulty', 'lock', 'and', 'a', 'window', 'which', 'had', 'a', 'cracked', 'frame.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[733, 865, 3431, 569, 708, 1533, 1922, 1098, 1911, 2155, 1696, 1993, 1655]","['x-x-x', 'expands', 'silver', 'drop', 'thus', 'male', 'site', 'relies', 'tend', 'sea', 'affairs', 'honesty', 'degree.']",0.0-16.0-0.2,25,"[1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1]",,"[733, 865, 3431, 569, 708, 1533, 1922, 1098, 1911, 1153, 796, 1993, 750]",The burglar opened the door with the credit card and quickly slipped inside.,,350574,30,maze,VP,"['The', 'burglar', 'opened', 'the', 'door', 'with', 'the', 'credit', 'card', 'and', 'quickly', 'slipped', 'inside.']",
942,i,,,,0.0-17.0,,,,,,,351579,31,html-button-response,,,
942,i,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[597, 1075, 740, 1400, 853, 2063, 865, 471, 448, 733, 459, 829, 529, 632, 3513]","['x-x-x', 'raiders', 'ones', 'terminate', 'same', 'rioted', 'abuses.', 'x-x-x', 'guy', 'worry', 'sun', 'loud', 'lie', 'non', 'findings.']",0.0-18.0-0.0,17,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",,"[597, 1075, 740, 1400, 853, 1242, 865, 471, 448, 733, 459, 829, 529, 632, 3513]",A chemist was adjusting a bunsen burner. He was about to heat up a solution.,,366802,32,maze,setup,"['A', 'chemist', 'was', 'adjusting', 'a', 'bunsen', 'burner.', 'He', 'was', 'about', 'to', 'heat', 'up', 'a', 'solution.']",
942,i,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[561, 741, 2198, 1480, 628, 515, 956, 850, 636, 922, 1347, 528, 650, 572, 530, 792, 1134, 2391, 1320]","['x-x-x', 'ring', 'ought', 'worse', 'cat', 'die', 'diseases', 'lives', 'girl', 'kiss', 'robotics', 'sea', 'hurt', 'gay', 'army', 'granted', 'physicians', 'ride', 'pier.']",0.0-18.0-0.1,17,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]",,"[561, 741, 1345, 1480, 628, 515, 956, 850, 636, 922, 1347, 528, 650, 572, 530, 792, 1134, 2391, 1320]",On his bench there was a solution which had blue crystals in it and a solution containing red dye.,,385572,33,maze,2-context,"['On', 'his', 'bench', 'there', 'was', 'a', 'solution', 'which', 'had', 'blue', 'crystals', 'in', 'it', 'and', 'a', 'solution', 'containing', 'red', 'dye.']",
942,i,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","[702, 1401, 2788, 1400, 2531, 593, 440, 828, 915, 586, 2046, 1592, 925, 434]","['x-x-x', 'expands', 'brakes', 'gain', 'becoming', 'fear', 'park', 'haunts', 'weddings', 'fun', 'ride', 'mum', 'nice', 'mark.']",0.0-18.0-0.2,17,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",,"[702, 1401, 2249, 1400, 2531, 593, 440, 828, 915, 586, 1163, 707, 925, 434]",The chemist heated the solution with the bunsen burner but the gas went out.,,402792,34,maze,VP,"['The', 'chemist', 'heated', 'the', 'solution', 'with', 'the', 'bunsen', 'burner', 'but', 'the', 'gas', 'went', 'out.']",
942,i,,,,0.0-19.0,,,,,,,403809,35,html-button-response,,,
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[427, 888, 757, 827, 676, 778, 1408, 1310, 707, 893, 838, 480, 852, 756, 1248, 614, 989]","['x-x-x', 'loans', 'text', 'anymore', 'learn', 'cup', 'option', 'funerals', 'list', 'deals', 'relate.', 'x-x-x', 'ford', 'trip', 'traverse', 'yes', 'decide.']",0.0-20.0-0.0,18,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1]",,"[427, 888, 757, 827, 676, 778, 1408, 1310, 707, 893, 838, 480, 852, 756, 1248, 614, 989]",A drunk was walking along a street wielding an empty bottle. He felt like smashing a window.,,418265,36,maze,setup,"['A', 'drunk', 'was', 'walking', 'along', 'a', 'street', 'wielding', 'an', 'empty', 'bottle.', 'He', 'felt', 'like', 'smashing', 'a', 'window.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[523, 718, 468, 595, 633, 926, 822, 976, 2212, 606, 2227, 1929, 567, 718, 909, 636, 1840, 1264, 1255, 615]","['x-x-x', 'shall', 'best', 'done', 'rate', 'wild', 'feel', 'abroad', 'self', 'risk', 'emerged', 'plays', 'list', 'gain', 'decide', 'worst', 'fun', 'yoga', 'province', 'idea.']",0.0-20.0-0.1,18,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",,"[523, 718, 468, 595, 633, 926, 822, 976, 2212, 606, 2227, 1929, 567, 718, 909, 636, 1840, 1264, 1255, 615]",In front of him he saw a window made of stained glass and a window which had bars covering it.,,438705,37,maze,2-context,"['In', 'front', 'of', 'him', 'he', 'saw', 'a', 'window', 'made', 'of', 'stained', 'glass', 'and', 'a', 'window', 'which', 'had', 'bars', 'covering', 'it.']",
942,i,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[574, 974, 952, 1150, 755, 757, 2585, 2565, 2205, 904, 1520, 1012, 3676]","['x-x-x', 'apart', 'clarify', 'cost', 'indeed', 'sure', 'trip', 'define', 'useful', 'ask', 'linguists', 'rate', 'resource.']",0.0-20.0-0.2,18,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]",,"[574, 974, 952, 1150, 755, 757, 1654, 1785, 1683, 904, 1520, 1012, 2408]",The drunk smashed the window with the stained glass and staggered off laughing.,,458373,38,maze,NP,"['The', 'drunk', 'smashed', 'the', 'window', 'with', 'the', 'stained', 'glass', 'and', 'staggered', 'off', 'laughing.']",
942,i,,,,0.0-21.0,,,,,,,459382,39,html-button-response,,,
942,i,"[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1230, 1327, 4079, 735, 456, 728, 2611, 2335, 646, 1080, 493, 500, 1055, 819, 580, 414, 577, 628, 987]","['x-x-x', 'habitats', 'finals', 'god', 'cent', 'soul', 'sir', 'churches', 'yeah', 'expand', 'rarity.', 'x-x-x', 'amazing', 'mess', 'sale', 'app', 'senate', 'pre', 'dams.']",0.0-22.0-0.0,2,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",,"[1230, 1327, 3445, 735, 456, 728, 1475, 2335, 646, 1080, 493, 500, 1055, 819, 580, 414, 577, 628, 987]",A mechanic walked up to a car carrying a monkey wrench. He thought he’d have to change a tyre.,,480698,40,maze,setup,"['A', 'mechanic', 'walked', 'up', 'to', 'a', 'car', 'carrying', 'a', 'monkey', 'wrench.', 'He', 'thought', 'he’d', 'have', 'to', 'change', 'a', 'tyre.']",
942,i,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[497, 1096, 1137, 638, 714, 645, 721, 715, 535, 579, 735, 500, 1069, 3260, 859, 733, 586, 568, 865, 587, 850, 851, 791, 2882, 749, 587, 2095]","['x-x-x', 'motivated', 'hour', 'whom', 'al', 'queen', 'jack', 'agree', 'glad', 'app', 'airs', 'games', 'pre', 'sir', 'trolls', 'hates', 'hear', 'lord', 'rite', 'holy', 'happy', 'page', 'cent', 'wrote', 'dawn', 'god', 'knew.']",0.0-22.0-0.1,2,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",,"[497, 1096, 530, 638, 714, 645, 721, 715, 535, 579, 735, 500, 1069, 2729, 859, 733, 586, 568, 865, 587, 850, 851, 791, 2882, 749, 587, 468]",On examining the car he found that there was a tyre which had a faulty valve and a fuel line which had a small hole in it.,,506588,41,maze,1-context,"['On', 'examining', 'the', 'car', 'he', 'found', 'that', 'there', 'was', 'a', 'tyre', 'which', 'had', 'a', 'faulty', 'valve', 'and', 'a', 'fuel', 'line', 'which', 'had', 'a', 'small', 'hole', 'in', 'it.']",
942,i,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[611, 1916, 848, 513, 661, 442, 611, 1147, 880, 760, 832, 1213, 847, 591, 888]","['x-x-x', 'marketed', 'seconds', 'miss', 'oaks', 'sick', 'died', 'preach', 'uphold', 'eat', 'fund', 'hate', 'hall', 'hear', 'born.']",0.0-22.0-0.2,2,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]",,"[611, 1027, 848, 513, 661, 442, 611, 1147, 880, 760, 832, 1213, 847, 591, 888]",The mechanic changed the tyre with the monkey wrench but it took a long time.,,519367,42,maze,VP,"['The', 'mechanic', 'changed', 'the', 'tyre', 'with', 'the', 'monkey', 'wrench', 'but', 'it', 'took', 'a', 'long', 'time.']",
942,i,,,,0.0-23.0,,,,,,,520372,43,html-button-response,,,
942,i,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[519, 954, 1393, 562, 536, 752, 1177, 702, 1301, 553, 766, 507, 743, 1001, 473, 704]","['x-x-x', 'packets', 'marry', 'term', 'grow', 'adds', 'deserves', 'yeah', 'climates.', 'x-x-x', 'painful', 'cent', 'wars', 'glad', 'gift', 'none.']",0.0-24.0-0.0,1,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0]",,"[519, 954, 681, 562, 536, 752, 1177, 702, 1301, 553, 766, 507, 743, 1001, 473, 704]",A burglar broke into a bank carrying some dynamite. He planned to blow open a safe.,,533033,44,maze,setup,"['A', 'burglar', 'broke', 'into', 'a', 'bank', 'carrying', 'some', 'dynamite.', 'He', 'planned', 'to', 'blow', 'open', 'a', 'safe.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[576, 650, 729, 914, 2068, 1092, 1587, 589, 1266, 1061, 616, 586, 1156, 498, 899, 570, 1161, 889, 972, 1656, 810, 992]","['x-x-x', 'senate', 'dad', 'sir', 'fund', 'agree', 'lord', 'vs', 'died', 'tells', 'cent', 'says', 'ago', 'mice', 'sad', 'pro', 'eradicate', 'worst', 'pre', 'oh', 'yeah', 'woke.']",0.0-24.0-0.1,1,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1]",,"[576, 650, 729, 914, 2068, 1092, 1587, 589, 1266, 1061, 616, 586, 1156, 498, 899, 570, 1161, 889, 972, 1656, 810, 992]",Once inside he saw that there was a safe which had a new lock and a strongbox which had an old lock.,,554382,45,maze,1-context,"['Once', 'inside', 'he', 'saw', 'that', 'there', 'was', 'a', 'safe', 'which', 'had', 'a', 'new', 'lock', 'and', 'a', 'strongbox', 'which', 'had', 'an', 'old', 'lock.']",
