workerid,proliferate.condition,correct,cumrt,distractors,internal_node_id,order,response,rt,stimulus,time_elapsed,trial_index,trial_type,words,error
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[831, 639, 405, 429, 593, 511, 564, 569, 400, 449, 451, 507, 429, 668, 436, 813, 600, 500, 382, 1363, 601]","['x-x-x', 'defections', 'fear', 'percent', 'buy', 'guy', 'yards', 'teams', 'hurt', 'deny', 'ways', 'inspires.', 'x-x-x', 'lot', 'card', 'lady', 'born', 'tomorrow', 'ask', 'died', 'relates.']",0.0-10.0-0.0,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0]",,"[831, 639, 405, 429, 593, 511, 564, 569, 400, 449, 451, 507, 429, 668, 436, 813, 600, 500, 382, 496, 601]",,119811,16,maze,"['A', 'dressmaker', 'was', 'working', 'on', 'a', 'dress', 'using', 'a', 'pair', 'of', 'scissors.', 'She', 'had', 'to', 'cut', 'some', 'material', 'for', 'the', 'pockets.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[398, 624, 499, 511, 379, 779, 573, 442, 585, 764, 447, 395, 556, 479, 438, 395, 388, 533, 600, 770]","['x-x-x', 'fact', 'lake', 'shall', 'cold', 'universe', 'users', 'cash', 'spot', 'embassy', 'boys', 'want', 'jobs', 'rule', 'taxes', 'kids', 'outcome', 'rates', 'buy', 'quest.']",0.0-10.0-0.1,"[0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",,"[398, 624, 499, 511, 379, 779, 573, 442, 585, 764, 447, 395, 556, 479, 438, 395, 388, 533, 600, 770]",,130368,17,maze,"['She', 'had', 'a', 'piece', 'of', 'material', 'which', 'had', 'a', 'pattern', 'on', 'it', 'and', 'a', 'piece', 'of', 'material', 'which', 'was', 'plain.']",
936,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[888, 614, 1510, 384, 459, 385, 401, 865, 419, 448, 665, 391, 565, 621]","['x-x-x', 'locomotion', 'cool', 'ask', 'enjoying', 'sure', 'bet', 'educate', 'town', 'born', 'boys', 'date', 'plus', 'robin.']",0.0-10.0-0.2,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",,"[888, 614, 647, 384, 459, 385, 401, 865, 419, 448, 665, 391, 565, 621]",,139028,18,maze,"['The', 'dressmaker', 'cut', 'the', 'material', 'with', 'the', 'pattern', 'and', 'then', 'went', 'to', 'have', 'lunch.']",
936,1,,,,0.0-11.0,,,,,140029,19,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[584, 462, 604, 527, 393, 504, 608, 409, 913, 598, 448, 462, 537, 681, 515, 451, 380, 544]","['x-x-x', 'nets', 'loss', 'dollars', 'say', 'ran', 'applies', 'why', 'won', 'held', 'equip.', 'x-x-x', 'spot', 'nightmare', 'wall', 'skin', 'boy', 'fees.']",0.0-12.0-0.0,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]",,"[584, 462, 604, 527, 393, 504, 608, 409, 913, 598, 448, 462, 537, 681, 515, 451, 380, 544]",,149652,20,maze,"['A', 'chef', 'was', 'working', 'in', 'his', 'kitchen', 'by', 'a', 'food', 'mixer.', 'He', 'was', 'preparing', 'to', 'make', 'a', 'cake.']",
936,1,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[633, 1276, 541, 540, 453, 1293, 499, 368, 476, 564, 410, 387, 516, 564, 420, 555, 455, 500, 1272, 598, 511]","['x-x-x', 'wall', 'took', 'kept', 'reached', 'son', 'basis', 'rose', 'size', 'null', 'win', 'cops', 'conclusion', 'audit', 'tweet', 'role', 'west', 'rely', 'impose', 'sort', 'est.']",0.0-12.0-0.1,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",,"[633, 441, 541, 540, 453, 479, 499, 368, 476, 564, 410, 387, 516, 564, 420, 555, 455, 500, 420, 598, 511]",,162485,21,maze,"['Somebody', 'came', 'into', 'the', 'kitchen', 'and', 'asked', 'him', 'to', 'bake', 'a', 'cake', 'containing', 'dried', 'fruit', 'and', 'a', 'pie', 'topped', 'with', 'jam.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[593, 596, 421, 693, 577, 586, 537, 387, 1202, 562, 409, 415, 619, 579, 511, 1298]","['x-x-x', 'spam', 'dollars', 'sign', 'cell', 'west', 'ours', 'role', 'ran', 'peer', 'wards', 'war', 'inch', 'give', 'tell', 'grew.']",0.0-12.0-0.2,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1]",,"[593, 596, 421, 693, 577, 586, 537, 387, 406, 562, 409, 415, 619, 579, 511, 473]",,172474,22,maze,"['The', 'chef', 'started', 'to', 'make', 'the', 'cake', 'with', 'the', 'food', 'mixer', 'but', 'ran', 'out', 'of', 'eggs.']",
936,1,,,,0.0-13.0,,,,,173476,23,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[455, 811, 605, 644, 462, 1140, 424, 571, 580, 523, 462, 798, 549, 414, 570]","['x-x-x', 'raiders', 'ones', 'terminate', 'same', 'rioted', 'abuses.', 'x-x-x', 'guy', 'worry', 'sun', 'loud', 'lie', 'non', 'findings.']",0.0-14.0-0.0,"[0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",,"[455, 811, 605, 644, 462, 1140, 424, 571, 580, 523, 462, 798, 549, 414, 570]",,182486,24,maze,"['A', 'chemist', 'was', 'adjusting', 'a', 'bunsen', 'burner.', 'He', 'was', 'about', 'to', 'heat', 'up', 'a', 'solution.']",
936,1,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[527, 445, 652, 1011, 492, 494, 1460, 586, 539, 701, 644, 506, 458, 1489, 626, 545, 584, 406, 498]","['x-x-x', 'ring', 'ought', 'worse', 'cat', 'die', 'diseases', 'lives', 'girl', 'kiss', 'robotics', 'sea', 'hurt', 'gay', 'army', 'granted', 'physicians', 'ride', 'pier.']",0.0-14.0-0.1,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]",,"[527, 445, 652, 1011, 492, 494, 595, 586, 539, 701, 644, 506, 458, 674, 626, 545, 584, 406, 498]",,195154,25,maze,"['On', 'his', 'bench', 'there', 'was', 'a', 'solution', 'which', 'had', 'blue', 'crystals', 'in', 'it', 'and', 'a', 'powder', 'containing', 'red', 'dye.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[528, 526, 673, 420, 893, 475, 487, 460, 686, 607, 625, 716, 797, 599]","['x-x-x', 'expands', 'brakes', 'gain', 'becoming', 'fear', 'park', 'haunts', 'weddings', 'fun', 'ride', 'mum', 'nice', 'mark.']",0.0-14.0-0.2,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",,"[528, 526, 673, 420, 893, 475, 487, 460, 686, 607, 625, 716, 797, 599]",,203650,26,maze,"['The', 'chemist', 'heated', 'the', 'solution', 'with', 'the', 'blue', 'crystals', 'but', 'the', 'gas', 'went', 'out.']",
936,1,,,,0.0-15.0,,,,,204696,27,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[432, 1223, 612, 826, 572, 521, 670, 1705, 560, 625, 755, 413, 1669, 654, 578, 1671, 528]","['x-x-x', 'pots', 'gold', 'took', 'thus', 'method', 'tons', 'teachers', 'rate', 'reap', 'earn.', 'x-x-x', 'door', 'foot', 'echinoderms', 'cup', 'sits.']",0.0-16.0-0.0,"[0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0]",,"[432, 1223, 612, 826, 572, 521, 670, 1705, 560, 625, 755, 413, 783, 654, 578, 543, 528]",,218713,28,maze,"['A', 'vet', 'went', 'into', 'an', 'animal', 'cage', 'carrying', 'a', 'dart', 'gun.', 'He', 'had', 'to', 'tranquilise', 'a', 'lion.']",
936,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[617, 966, 1621, 590, 1236, 474, 448, 391, 600, 419, 635, 952, 483, 618, 457, 418, 571, 557, 448, 532, 547, 718]","['x-x-x', 'girl', 'warn', 'guess', 'fan', 'die', 'aids', 'same', 'cash', 'job', 'gets', 'alma', 'holy', 'tax', 'sans', 'poor', 'income', 'rich', 'list', 'plat', 'drug', 'met.']",0.0-16.0-0.1,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]",,"[617, 966, 776, 590, 1236, 474, 448, 391, 600, 419, 635, 952, 483, 618, 457, 418, 571, 557, 448, 532, 547, 718]",,233016,29,maze,"['Inside', 'the', 'cage', 'there', 'was', 'a', 'lion', 'that', 'had', 'a', 'big', 'mane', 'and', 'a', 'lion', 'that', ""didn't"", 'have', 'any', 'mane', 'at', 'all.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[591, 1349, 1295, 510, 700, 521, 564, 601, 407, 424, 1563, 1305, 623]","['x-x-x', 'slid', 'minesweeping', 'loss', 'ours', 'same', 'add', 'quo', 'hoc', 'year', 'term', 'premiums', 'gone.']",0.0-16.0-0.2,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",,"[591, 1349, 1295, 510, 700, 521, 564, 601, 407, 424, 1563, 1305, 623]",,243471,30,maze,"['The', 'vet', 'tranquilised', 'the', 'lion', 'with', 'the', 'big', 'mane', 'and', 'then', 'examined', 'it.']",
936,1,,,,0.0-17.0,,,,,244473,31,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[484, 1465, 718, 579, 1465, 499, 469, 1441, 509, 466, 492, 7672, 556, 722, 489, 555, 551]","['x-x-x', 'photos', 'hottest', 'luck', 'defenses', 'know', 'aliens', 'omissions', 'wish', 'elect.', 'x-x-x', 'body', 'coast', 'link', 'cubs', 'ring', 'courts.']",0.0-18.0-0.0,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]",,"[484, 1465, 718, 579, 1465, 499, 469, 595, 509, 466, 492, 443, 556, 722, 489, 555, 551]",,263612,32,maze,"['A', 'window', 'cleaner', 'was', 'climbing', 'his', 'ladder', 'clutching', 'a', 'cloth.', 'He’d', 'been', 'asked', 'to', 'wipe', 'a', 'window.']",
936,1,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[666, 1430, 6569, 1550, 487, 4986, 659, 498, 4743, 613, 682, 509, 1227, 466, 492, 509, 544, 418, 471, 387, 608, 512, 421, 753, 581, 572]","['x-x-x', 'fact', 'god', 'termed', 'mind', 'mid', 'week', 'worry', 'page', 'says', 'awards', 'apply', 'mom', 'know', 'else', 'van', 'euro', 'gift', 'sold', 'male', 'pro', 'accords', 'rates', 'cash', 'statistics', 'agree.']",0.0-18.0-0.1,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1]",,"[666, 506, 6569, 708, 487, 520, 659, 498, 586, 613, 682, 509, 385, 466, 492, 509, 544, 418, 471, 387, 608, 512, 421, 753, 581, 572]",,294974,33,maze,"['Once', 'up', 'the', 'ladder', 'he', 'saw', 'that', 'there', 'was', 'a', 'window', 'which', 'had', 'a', 'lot', 'of', 'dirt', 'on', 'it', 'and', 'a', 'skylight', 'which', 'was', 'relatively', 'clean.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[445, 565, 499, 421, 512, 497, 529, 633, 436, 553, 541, 431, 631]","['x-x-x', 'afford', 'insulin', 'pence', 'gift', 'belong', 'hope', 'wish', 'seeks', 'worry', 'deserve', 'kill', 'percent.']",0.0-18.0-0.2,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1]",,"[445, 565, 499, 421, 512, 497, 529, 633, 436, 553, 541, 431, 631]",,301669,34,maze,"['The', 'window', 'cleaner', 'wiped', 'the', 'window', 'with', 'the', 'cloth', 'while', 'singing', 'to', 'himself.']",
936,1,,,,0.0-19.0,,,,,302670,35,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[760, 1060, 642, 530, 435, 493, 406, 610, 412, 595, 572, 514, 400, 441, 398, 665, 633]","['x-x-x', 'prices', 'purple', 'goal', 'met', 'anymore', 'save', 'missions', 'die', 'refinements.', 'x-x-x', 'gameplay', 'spot', 'bonuses', 'shut', 'users', 'streets.']",0.0-20.0-0.0,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",,"[760, 1060, 642, 530, 435, 493, 406, 610, 412, 595, 572, 514, 400, 441, 398, 665, 633]",,312239,36,maze,"['A', 'doctor', 'walked', 'into', 'a', 'waiting', 'room', 'carrying', 'a', 'stethoscope.', 'He’d', 'arranged', 'to', 'examine', 'a', 'woman', 'patient.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[511, 626, 1038, 513, 459, 546, 679, 554, 686, 542, 536, 588, 503, 658, 505, 611, 475, 427, 568, 493, 522]","['x-x-x', 'pick', 'noticed', 'gone', 'weird', 'pop', 'took', 'lives', 'our', 'sun', 'band', 'researchers', 'fans', 'why', 'teams', 'self', 'option', 'tour', 'cell', 'android', 'abbot.']",0.0-20.0-0.1,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",,"[511, 626, 1038, 513, 459, 546, 679, 554, 686, 542, 536, 588, 503, 658, 505, 611, 475, 427, 568, 493, 522]",,324282,37,maze,"['In', 'the', 'waiting', 'room', 'there', 'was', 'a', 'woman', 'who', 'had', 'a', 'temperature', 'and', 'a', 'man', 'who', 'seemed', 'to', 'have', 'stomach', 'pains.']",
936,1,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[447, 427, 632, 472, 425, 402, 1212, 448, 576, 1017, 549, 1153]","['x-x-x', 'afford', 'feminism', 'ride', 'knows', 'push', 'does', 'enthusiasts', 'easy', 'yourself', 'east', 'sold.']",0.0-20.0-0.2,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]",,"[447, 427, 632, 472, 425, 402, 399, 448, 576, 1017, 549, 581]",,332046,38,maze,"['The', 'doctor', 'examined', 'the', 'woman', 'with', 'the', 'temperature', 'but', ""couldn't"", 'help', 'her.']",
936,1,,,,0.0-21.0,,,,,333048,39,html-button-response,,
936,1,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1809, 668, 460, 506, 727, 512, 521, 1316, 1268, 437, 898, 962, 503, 582, 538, 549, 648, 524, 403, 412]","['x-x-x', 'disagreements', 'decade', 'lake', 'heard', 'democrat', 'miss', 'attest', 'vain.', 'x-x-x', 'emplacements', 'carol', 'lady', 'jack', 'mouth', 'anti', 'hill', 'cops', 'bag', 'nor.']",0.0-22.0-0.0,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",,"[750, 668, 460, 506, 727, 512, 521, 486, 549, 437, 898, 962, 503, 582, 538, 549, 648, 524, 403, 412]",,347297,40,maze,"['A', 'schoolteacher', 'walked', 'into', 'class', 'carrying', 'a', 'bamboo', 'cane.', 'He', 'sadistically', 'hoped', 'that', 'he', 'would', 'have', 'to', 'beat', 'a', 'boy.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[478, 931, 445, 619, 452, 407, 773, 1284, 441, 443, 728, 603, 652, 382, 583, 470, 403, 543, 630, 1630, 706, 589, 585]","['x-x-x', 'deserved', 'okay', 'luck', 'jack', 'miss', 'nor', 'ways', 'mid', 'sale', 'prices', 'via', 'tax', 'vs', 'till', 'anti', 'sour', 'achieve', 'market', 'types', 'al', 'soul', 'plus.']",0.0-22.0-0.1,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]",,"[478, 931, 445, 619, 452, 407, 773, 447, 441, 443, 728, 603, 652, 382, 583, 470, 403, 543, 630, 605, 706, 589, 585]",,362079,41,maze,"['On', 'entering', 'he', 'saw', 'that', 'a', 'boy', 'who', 'had', 'a', 'broken', 'leg', 'and', 'a', 'boy', 'who', 'wore', 'glasses', ""didn't"", 'stand', 'up', 'for', 'him.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[576, 787, 562, 494, 458, 595, 560, 564, 561, 543, 517, 494, 439, 1259, 518]","['x-x-x', 'characterised', 'anti', 'seem', 'nor', 'date', 'know', 'exists', 'vary', 'fact', 'sale', 'via', 'global', 'wars', 'laws.']",0.0-22.0-0.2,"[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",,"[576, 787, 562, 494, 458, 595, 560, 564, 561, 543, 517, 494, 439, 429, 518]",,371010,42,maze,"['The', 'schoolteacher', 'beat', 'the', 'boy', 'with', 'the', 'broken', 'leg', 'but', 'the', 'boy', ""didn't"", 'cry', 'out.']",
936,1,,,,0.0-23.0,,,,,372011,43,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[479, 775, 563, 462, 545, 541, 1348, 604, 773, 606, 648, 520, 852, 589, 647, 434, 776, 397, 656]","['x-x-x', 'habitats', 'finals', 'god', 'cent', 'soul', 'sir', 'churches', 'yeah', 'expand', 'rarity.', 'x-x-x', 'amazing', 'mess', 'sale', 'app', 'senate', 'pre', 'dams.']",0.0-24.0-0.0,"[0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",,"[479, 775, 563, 462, 545, 541, 506, 604, 773, 606, 648, 520, 852, 589, 647, 434, 776, 397, 656]",,384228,44,maze,"['A', 'mechanic', 'walked', 'up', 'to', 'a', 'car', 'carrying', 'a', 'monkey', 'wrench.', 'He', 'thought', 'he’d', 'have', 'to', 'change', 'a', 'tyre.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[531, 1063, 577, 650, 598, 876, 467, 655, 506, 596, 703, 582, 668, 516, 1020, 714, 627, 481, 743, 407, 415, 631, 1414, 1167, 519, 497]","['x-x-x', 'motivated', 'hour', 'whom', 'al', 'queen', 'jack', 'agree', 'glad', 'app', 'airs', 'games', 'pre', 'sir', 'trolls', 'hates', 'hear', 'lord', 'rite', 'happy', 'page', 'cent', 'wrote', 'dawn', 'god', 'knew.']",0.0-24.0-0.1,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0]",,"[531, 1063, 577, 650, 598, 876, 467, 655, 506, 596, 703, 582, 668, 516, 1020, 714, 627, 481, 743, 407, 415, 631, 563, 1167, 519, 497]",,401893,45,maze,"['On', 'examining', 'the', 'car', 'he', 'found', 'that', 'there', 'was', 'a', 'tyre', 'which', 'had', 'a', 'faulty', 'valve', 'and', 'a', 'tyre', 'which', 'had', 'a', 'small', 'hole', 'in', 'it.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[452, 587, 574, 523, 608, 530, 573, 502, 401, 417, 445, 617, 563, 540, 484]","['x-x-x', 'marketed', 'seconds', 'miss', 'oaks', 'sick', 'died', 'preach', 'uphold', 'eat', 'fund', 'hate', 'hall', 'hear', 'born.']",0.0-24.0-0.2,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",,"[452, 587, 574, 523, 608, 530, 573, 502, 401, 417, 445, 617, 563, 540, 484]",,409711,46,maze,"['The', 'mechanic', 'changed', 'the', 'tyre', 'with', 'the', 'monkey', 'wrench', 'but', 'it', 'took', 'a', 'long', 'time.']",
936,1,,,,0.0-25.0,,,,,410712,47,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[579, 737, 524, 585, 649, 483, 444, 457, 551, 989, 502, 605, 544, 707, 625, 526, 476, 493, 430]","['x-x-x', 'reactions', 'wind', 'billion', 'ice', 'went', 'causes', 'require', 'came', 'led', 'them', 'grandchild.', 'x-x-x', 'body', 'coast', 'heat', 'brain', 'foot', 'aware.']",0.0-26.0-0.0,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",,"[579, 737, 524, 585, 649, 483, 444, 457, 551, 989, 502, 605, 544, 707, 625, 526, 476, 493, 430]",,421622,48,maze,"['A', 'detective', 'was', 'sitting', 'at', 'a', 'window', 'holding', 'a', 'set', 'of', 'binoculars.', 'He’d', 'been', 'asked', 'to', 'watch', 'a', 'woman.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[479, 480, 577, 490, 454, 610, 455, 487, 613, 518, 714, 465, 488, 997, 445, 417, 460, 432, 414, 553]","['x-x-x', 'kept', 'gave', 'slow', 'true', 'million', 'park', 'march', 'bus', 'cell', 'apart', 'factors', 'site', 'insiders', 'wind', 'cost', 'costs', 'airport', 'year', 'honours.']",0.0-26.0-0.1,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",,"[479, 480, 577, 490, 454, 610, 455, 487, 613, 518, 714, 465, 488, 997, 445, 417, 460, 432, 414, 553]",,432171,49,maze,"['In', 'the', 'room', 'he', 'was', 'looking', 'into', 'there', 'was', 'a', 'woman', 'holding', 'a', 'revolver', 'and', 'a', 'man', 'holding', 'a', 'grenade.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[549, 579, 566, 409, 703, 520, 781, 580, 407, 429, 649, 643, 554, 1033]","['x-x-x', 'preparing', 'poverty', 'heat', 'meant', 'wood', 'year', 'reelection', 'poor', 'firm', 'size', 'cost', 'wants', 'land.']",0.0-26.0-0.2,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1]",,"[549, 579, 566, 409, 703, 520, 781, 580, 407, 429, 649, 643, 554, 1033]",,440575,50,maze,"['The', 'detective', 'watched', 'the', 'woman', 'with', 'the', 'revolver', 'and', 'then', 'made', 'a', 'phone', 'call.']",
936,1,,,,0.0-27.0,,,,,441576,51,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[487, 500, 985, 605, 1295, 438, 618, 871, 461, 469, 500, 605, 778, 416, 586, 519, 433]","['x-x-x', 'rumors', 'nice', 'hall', 'courses', 'mark', 'cops', 'worst', 'meet', 'gigs.', 'x-x-x', 'else', 'memories', 'send', 'info', 'gain', 'resign.']",0.0-28.0-0.0,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",,"[487, 500, 985, 605, 1295, 438, 618, 871, 461, 469, 500, 605, 778, 416, 586, 519, 433]",,452143,52,maze,"['A', 'monkey', 'had', 'been', 'trained', 'to', 'eat', 'using', 'a', 'fork.', 'It', 'was', 'supposed', 'to', 'eat', 'a', 'banana.']",
936,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[481, 697, 1276, 450, 703, 529, 549, 463, 567, 613, 442, 1230, 485, 460, 419, 769, 814]","['x-x-x', 'mid', 'worry', 'kid', 'misses', 'goals', 'mind', 'step', 'faking', 'else', 'am', 'vote', 'deal', 'deals', 'risk', 'jobs', 'opinion.']",0.0-28.0-0.1,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]",,"[481, 697, 432, 450, 703, 529, 549, 463, 567, 613, 442, 435, 485, 460, 419, 769, 814]",,463095,53,maze,"['It', 'was', 'given', 'a', 'banana', 'which', 'had', 'a', 'bruise', 'on', 'it', 'and', 'a', 'banana', 'that', 'was', 'perfect.']",
936,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1271, 1243, 644, 472, 432, 405, 605, 979, 614, 919, 585, 403]","['x-x-x', 'deploy', 'ease', 'gain', 'trends', 'risk', 'hall', 'squads', 'jobs', 'rule', 'governance', 'attorney.']",0.0-28.0-0.2,"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",,"[440, 445, 644, 472, 432, 405, 605, 979, 614, 919, 585, 403]",,471671,54,maze,"['The', 'monkey', 'ate', 'the', 'banana', 'with', 'the', 'fork', 'much', 'to', 'everyone’s', 'surprise.']",
936,1,,,,0.0-29.0,,,,,472672,55,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[561, 449, 522, 443, 532, 1310, 704, 576, 780, 542, 496, 641, 445, 421, 627, 723, 420, 662]","['x-x-x', 'revolts', 'liquids', 'deal', 'cat', 'freemen', 'expenses', 'lose', 'whom.', 'x-x-x', 'feelings', 'bag', 'than', 'says', 'kid', 'imagine', 'mom', 'versa.']",0.0-30.0-0.0,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1]",,"[561, 449, 522, 443, 532, 489, 704, 576, 780, 542, 496, 641, 445, 421, 627, 723, 420, 662]",,483530,56,maze,"['A', 'workman', 'climbed', 'down', 'a', 'manhole', 'carrying', 'a', 'saw.', 'He', 'expected', 'to', 'have', 'to', 'cut', 'through', 'a', 'valve.']",
